lat,lon,value
10.0,10.0,1.0840197801589966
-18.0,30.0,1.0768758058547974
-10.0,320.0,0.9891083836555481
14.0,20.0,0.3104565739631653
-6.0,325.0,
2.0,45.0,0.9403243064880371
-14.0,125.0,
10.0,0.0,0.8799648880958557
-22.0,30.0,0.8075311779975891
14.0,345.0,0.6646671295166016
-2.0,40.0,1.2956113815307617
-2.0,45.0,
10.0,15.0,0.8692129850387573
-22.0,25.0,0.5325470566749573
-18.0,25.0,1.1007144451141357
10.0,25.0,0.9295976758003235
14.0,350.0,0.7269556522369385
10.0,20.0,1.104469895362854
14.0,355.0,0.5079182386398315
-18.0,20.0,0.9853926301002502
