lat,lon,value
54.0,80.0,0.9068103432655334
54.0,50.0,1.0323196649551392
46.0,5.0,1.9533826112747192
50.0,75.0,0.4981713891029358
50.0,70.0,0.35611048340797424
50.0,115.0,0.5877172350883484
46.0,115.0,0.4713207185268402
46.0,120.0,0.8689854741096497
54.0,10.0,1.528698444366455
50.0,5.0,2.134941816329956
50.0,255.0,0.5281092524528503
38.0,125.0,1.1230509281158447
54.0,75.0,0.6091985702514648
54.0,65.0,0.7575168013572693
54.0,70.0,0.601396918296814
50.0,0.0,
54.0,350.0,1.3274972438812256
46.0,0.0,1.3164311647415161
50.0,250.0,0.35418257117271423
34.0,125.0,
