lat,lon,value
10.0,10.0,4.720955848693848
-18.0,30.0,0.3487095236778259
-10.0,320.0,0.36884480714797974
14.0,20.0,1.322642207145691
-6.0,325.0,
2.0,45.0,1.6966240406036377
-14.0,125.0,
10.0,0.0,5.55975866317749
-22.0,30.0,0.009649323299527168
14.0,345.0,3.6538169384002686
-2.0,40.0,1.8152602910995483
-2.0,45.0,
10.0,15.0,4.610626697540283
-22.0,25.0,-0.13819734752178192
-18.0,25.0,0.4247722625732422
10.0,25.0,4.957536697387695
14.0,350.0,4.245016098022461
10.0,20.0,5.340726375579834
14.0,355.0,2.3126399517059326
-18.0,20.0,0.28519687056541443
