lat,lon,value
54.0,80.0,0.6248067021369934
54.0,50.0,1.025331974029541
46.0,5.0,2.8491227626800537
50.0,75.0,0.37116539478302
50.0,70.0,0.2760329246520996
50.0,115.0,0.4052581191062927
46.0,115.0,0.27102014422416687
46.0,120.0,0.5291722416877747
54.0,10.0,0.9492988586425781
50.0,5.0,1.6583658456802368
50.0,255.0,0.45379605889320374
38.0,125.0,1.6630043983459473
54.0,75.0,0.4164974093437195
54.0,65.0,0.559887170791626
54.0,70.0,0.7348606586456299
50.0,0.0,
54.0,350.0,1.1639825105667114
46.0,0.0,1.3175866603851318
50.0,250.0,0.3191613554954529
34.0,125.0,
