lat,lon,value
10.0,10.0,1.6089242696762085
-18.0,30.0,0.5736749768257141
-10.0,320.0,0.8166985511779785
14.0,20.0,0.43523305654525757
-6.0,325.0,
2.0,45.0,1.0684800148010254
-14.0,125.0,
10.0,0.0,1.2568168640136719
-22.0,30.0,0.4471902847290039
14.0,345.0,0.6718391180038452
-2.0,40.0,1.3090039491653442
-2.0,45.0,
10.0,15.0,1.1834609508514404
-22.0,25.0,0.38175293803215027
-18.0,25.0,0.63004469871521
10.0,25.0,1.3857918977737427
14.0,350.0,0.9604724645614624
10.0,20.0,1.5618773698806763
14.0,355.0,0.462739497423172
-18.0,20.0,0.5429916977882385
