lat,lon,value
54.0,80.0,2.852586507797241
54.0,50.0,3.0048370361328125
46.0,5.0,3.1370441913604736
50.0,75.0,1.2562739849090576
50.0,70.0,0.8003352880477905
50.0,115.0,1.3825050592422485
46.0,115.0,1.2396550178527832
46.0,120.0,2.8168585300445557
54.0,10.0,3.0435197353363037
50.0,5.0,3.5000481605529785
50.0,255.0,1.496896505355835
38.0,125.0,2.6843814849853516
54.0,75.0,1.6885536909103394
54.0,65.0,2.327969551086426
54.0,70.0,1.8998563289642334
50.0,0.0,
54.0,350.0,2.107717514038086
46.0,0.0,2.2011494636535645
50.0,250.0,0.7858716249465942
34.0,125.0,
