lat,lon,value
46.0,130.0,6.801870822906494
38.0,140.0,9.498834609985352
46.0,135.0,9.744499206542969
42.0,265.0,10.9669771194458
42.0,130.0,9.259622573852539
38.0,265.0,7.780089378356934
46.0,290.0,10.679488182067871
46.0,275.0,8.680110931396484
-46.0,285.0,6.181537628173828
46.0,285.0,10.376628875732422
46.0,265.0,7.3577446937561035
34.0,270.0,7.334315776824951
42.0,285.0,10.542036056518555
42.0,275.0,8.99909496307373
42.0,280.0,9.13659954071045
46.0,270.0,9.593290328979492
38.0,280.0,10.510407447814941
38.0,275.0,9.009589195251465
38.0,270.0,8.714264869689941
42.0,270.0,9.411702156066895
