lat,lon,value
46.0,130.0,0.847427487373352
38.0,140.0,2.33463191986084
46.0,135.0,2.6263036727905273
42.0,265.0,0.7565045952796936
42.0,130.0,2.2424769401550293
38.0,265.0,1.3100831508636475
46.0,290.0,3.011253833770752
46.0,275.0,2.529287099838257
-46.0,285.0,2.3104865550994873
46.0,285.0,2.436833620071411
46.0,265.0,1.6291112899780273
34.0,270.0,2.6364777088165283
42.0,285.0,2.2534921169281006
42.0,275.0,1.1635079383850098
42.0,280.0,1.3616948127746582
46.0,270.0,2.485321521759033
38.0,280.0,2.612109661102295
38.0,275.0,2.8511037826538086
38.0,270.0,1.4694551229476929
42.0,270.0,0.9900188446044922
