lat,lon,value
54.0,80.0,1.3992549180984497
54.0,50.0,1.8039624691009521
46.0,5.0,3.5711827278137207
50.0,75.0,0.7985917329788208
50.0,70.0,0.536183774471283
50.0,115.0,0.7005012631416321
46.0,115.0,0.5726033449172974
46.0,120.0,1.1011441946029663
54.0,10.0,1.4141112565994263
50.0,5.0,2.487210512161255
50.0,255.0,0.9612569808959961
38.0,125.0,2.4053754806518555
54.0,75.0,0.9215664267539978
54.0,65.0,1.2099088430404663
54.0,70.0,1.2239328622817993
50.0,0.0,
54.0,350.0,1.5409142971038818
46.0,0.0,1.528660774230957
50.0,250.0,0.5907564759254456
34.0,125.0,
