lat,lon,value
62.0,340.0,
70.0,55.0,
30.0,90.0,0.5667049884796143
74.0,70.0,
78.0,110.0,
66.0,340.0,
74.0,140.0,0.23832903802394867
74.0,75.0,
74.0,145.0,
70.0,40.0,
62.0,195.0,1.2890434265136719
74.0,130.0,
66.0,335.0,
50.0,100.0,1.6074234247207642
34.0,95.0,1.0691092014312744
74.0,235.0,
74.0,135.0,
62.0,185.0,
34.0,100.0,2.134690284729004
58.0,170.0,
